,Unnamed: 0,iata_code,id,ident,type,name,latitude_r,longitude_r,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,local_code,home_link,wikipedia_link,keywords,Name,TotalSeats,Country.Name,Airport1Latitude,Airport1Longitude,name_calc,Country_Name
991,991,KUN,2760.0,EYKA,medium_airport,Kaunas International Airport,54.96390151977539,24.08480072021484,256.0,EU,LT,LT-KU,Kaunas,yes,EYKA,,http://www.kaunasair.lt/index.php?lang=2&m=2&p=210,https://en.wikipedia.org/wiki/Kaunas_Airport,Kauno tarptautinis Oro Uostas,Kaunas International,648216.8,Lithuania,54.90000153,23.91670036,Kaunas International Airport (KUN),Lithuania
992,992,KUO,2326.0,EFKU,medium_airport,Kuopio Airport,63.007099,27.7978,323.0,EU,FI,FI-15,Kuopio / Siilinjärvi,yes,EFKU,,https://www.finavia.fi/en/kuopio/,https://en.wikipedia.org/wiki/Kuopio_Airport,,Kuopio,5264.595,Finland,63.00559998,27.79829979,Kuopio Airport (KUO),Finland
993,993,KUS,31786.0,BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117.0,,GL,GL-SE,Kulusuk,yes,BGKK,,,https://en.wikipedia.org/wiki/Kulusuk_Airport,Kap Dan BGKD,Kulusuk,7899.059,Greenland,65.5667038,-37.11669922,Kulusuk Airport (KUS),Greenland
994,994,KUT,6451.0,UGKO,medium_airport,David the Builder Kutaisi International Airport,42.176768,42.482393,223.0,AS,GE,GE-IM,Kopitnari,yes,UGKO,,,https://en.wikipedia.org/wiki/David_the_Builder_Kutaisi_International_Airport,Kopitnari,Kutaisi International Airport,506705.353,Georgia,42.25,42.70000076,David the Builder Kutaisi International Airport (KUT),Georgia
995,995,KVA,4268.0,LGKV,medium_airport,Kavala Alexander the Great International Airport,40.9133,24.6192,18.0,EU,GR,GR-A,Kavala,yes,LGKV,,,https://en.wikipedia.org/wiki/Kavala_International_Airport,Megas Alexandros,Megas Alexandros,133751.044,Greece,40.91329956,24.61919975,Kavala Alexander the Great International Airport (KVA),Greece
996,996,KVD,6441.0,UBBG,medium_airport,Ganja International Airport,40.737701,46.3176,1083.0,AS,AZ,AZ-GA,Ganja,yes,UBBG,,,https://en.wikipedia.org/wiki/Ganja_International_Airport,Gyandzha Airport Аэропорт Гянджа,Ganja,75597.851,Azerbaijan,40.73329926,46.31669998,Ganja International Airport (KVD),Azerbaijan
997,997,KVK,35001.0,ULMK,small_airport,Kirovsk-Apatity Airport,67.46330261230469,33.58829879760742,515.0,EU,RU,RU-MUR,Apatity,no,ULMK,,http://www.airkirovsk.ru/,https://en.wikipedia.org/wiki/Kirovsk-Apatity_Airport,Kirovsk Airport Apatity Airport Аэропорт Кировск Аэропорт Апатиты,Khibiny,710.612,Russian Federation,67.58329773,33.58330154,Kirovsk-Apatity Airport (KVK),Russian Federation
998,998,KVX,42945.0,USKK,medium_airport,Pobedilovo Airport,58.503883,49.347831,479.0,EU,RU,RU-KIR,Kirov,yes,USKK,,http://www.pobedilovo.com/,https://en.wikipedia.org/wiki/Pobedilovo_Airport,Аэропорт Победилово,Kirov,3275.748,Russian Federation,58.5,49.34999847,Pobedilovo Airport (KVX),Russian Federation
999,999,KWA,5490.0,PKWA,medium_airport,Bucholz Army Air Field,8.720120429992676,167.7319946289062,9.0,OC,MH,MH-KWA,Kwajalein,yes,PKWA,KWA,,https://en.wikipedia.org/wiki/Bucholz_Army_Airfield,,Bucholz AAF,15156.834,Marshall Islands,8.714699745,167.7268982,Bucholz Army Air Field (KWA),Marshall Islands
1000,1000,KWB,42250.0,WAHU,small_airport,Dewadaru - Kemujan Island,-5.80091,110.47838,35.0,AS,ID,ID-JT,Karimunjawa,yes,WAHU,,,https://en.wikipedia.org/wiki/Dewadaru_Airport,Karimun Jawa Karimun Java,Karimunjawa Airport,9684.255,Indonesia,-5.833300114,110.5,Dewadaru - Kemujan Island (KWB),Indonesia
1001,1001,KWE,27229.0,ZUGY,large_airport,Guiyang Longdongbao International Airport,26.541466,106.803331,3736.0,AS,CN,CN-52,Guiyang (Nanming),yes,ZUGY,,,https://en.wikipedia.org/wiki/Guiyang_Longdongbao_Airport,Kaiyang Guiyang Air Base Guiyang Air Base,Longdongbao International,454674.689,China,26.54059982,106.8003006,Guiyang Longdongbao International Airport (KWE),China
1002,1002,KWG,6473.0,UKDR,medium_airport,Kryvyi Rih International Airport,48.04330062866211,33.20999908447266,408.0,EU,UA,UA-12,Kryvyi Rih,yes,UKDR,,,https://en.wikipedia.org/wiki/Kryvyi_Rih_International_Airport,"Lozuvatka International Airport Міжнародний аеропорт ""Кривий Ріг""",Lozuvatka International,3509.73,Ukraine,47.90999985,33.34999847,Kryvyi Rih International Airport (KWG),Ukraine
1003,1003,KWI,5220.0,OKBK,large_airport,Kuwait International Airport,29.22660064697266,47.96889877319336,206.0,AS,KW,KW-FA,Kuwait City,yes,OKBK,,http://www.kuwait-airport.com.kw/Index_e.htm,https://en.wikipedia.org/wiki/Kuwait_International_Airport,Al Mubarak Air Base,Kuwait Intl,10916122.57,Kuwait,29.2303009,47.97529984,Kuwait International Airport (KWI),Kuwait
1004,1004,KWJ,5630.0,RKJJ,medium_airport,Gwangju Airport,35.123173,126.805444,39.0,AS,KR,KR-29,Gwangju,yes,RKJJ,,http://gwangju.airport.co.kr/doc/gwangju/index.jsp,https://en.wikipedia.org/wiki/Gwangju_Airport,,Gwangju,21881.65,South Korea,35.12329865,126.8107987,Gwangju Airport (KWJ),South Korea
1005,1005,KWL,27196.0,ZGKL,large_airport,Guilin Liangjiang International Airport,25.219828,110.039553,570.0,AS,CN,CN-45,Guilin (Lingui),yes,ZGKL,,,https://en.wikipedia.org/wiki/Guilin_Liangjiang_International_Airport,,Liangjiang International,255763.991,China,25.21590042,110.0472031,Guilin Liangjiang International Airport (KWL),China
1006,1006,KXK,31790.0,UHKK,medium_airport,Komsomolsk-on-Amur Airport,50.40900039672852,136.9340057373047,92.0,AS,RU,RU-KHA,Komsomolsk-on-Amur,yes,UHKK,,,https://en.wikipedia.org/wiki/Komsomolsk-on-Amur_Airport,Komsomolsk-na-Amure Airport Khurba Airport Аэропорт Комсомольск-на-Амуре Аэропорт Хурба,Khurba,554.624,Russian Federation,50.40000153,136.949997,Komsomolsk-on-Amur Airport (KXK),Russian Federation
1007,1007,KYA,4518.0,LTAN,medium_airport,Konya Airport,37.979,32.561901,3392.0,AS,TR,TR-42,Konya,yes,LTAN,,http://www.konya.dhmi.gov.tr/havaalanlari/default.aspx?hv=28,https://en.wikipedia.org/wiki/Konya_Airport,,Konya,53269.902,Turkey,37.97919846,32.56219864,Konya Airport (KYA),Turkey
1008,1008,KYS,3068.0,GAKY,medium_airport,Kayes Dag Dag Airport,14.4812,-11.4044,164.0,AF,ML,ML-1,,yes,GAKD,,,https://en.wikipedia.org/wiki/Kayes_Airport,,Dag-Dag,3553.06,Mali,14.43190002,-11.43939972,Kayes Dag Dag Airport (KYS),Mali
1009,1009,KYZ,31793.0,UNKY,medium_airport,Kyzyl Airport,51.66939926147461,94.40059661865234,2123.0,AS,RU,RU-TY,Kyzyl,yes,UNKY,,,https://en.wikipedia.org/wiki/Kyzyl_Airport,,Kyzyl,623.952,Russian Federation,51.70000076,94.46669769,Kyzyl Airport (KYZ),Russian Federation
1010,1010,KZN,26404.0,UWKD,large_airport,Kazan International Airport,55.606201171875,49.278701782227,411.0,EU,RU,RU-TA,Kazan,yes,UWKD,,http://www.kazan.aero/en/,https://en.wikipedia.org/wiki/Kazan_International_Airport,,Kazan International,499352.252,Russian Federation,55.78359985,49.21670151,Kazan International Airport (KZN),Russian Federation
1011,1011,KZO,31794.0,UAOO,small_airport,Kyzylorda Airport,44.706902,65.592499,433.0,AS,KZ,KZ-KZY,Kyzylorda,yes,UAOO,,,https://en.wikipedia.org/wiki/Kyzylorda_Airport,Kyzylorda Southwest,Kyzylorda Airport,26721.611,Kazakhstan,44.83330154,65.83329773,Kyzylorda Airport (KZO),Kazakhstan
1012,1012,KZR,44490.0,LTBZ,small_airport,Zafer Airport,39.113079,30.128111,3327.0,AS,TR,TR-43,Altıntaş,yes,LTBZ,,,https://en.wikipedia.org/wiki/Zafer_Airport,,Zafer,13011.999,Turkey,39.12030029,30.11689949,Zafer Airport (KZR),Turkey
1013,1013,LAD,2942.0,FNLU,large_airport,Quatro de Fevereiro International Airport,-8.85837,13.2312,243.0,AF,AO,AO-LUA,Luanda,yes,FNLU,,,https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport,4 de Fevereiro,4 De Fevereiro,1227092.601,Angola,-8.853099823,13.2361002,Quatro de Fevereiro International Airport (LAD),Angola
1014,1014,LAN,3629.0,KLAN,medium_airport,Capital City Airport,42.77870178222656,-84.58740234375,861.0,,US,US-MI,Lansing,yes,KLAN,LAN,,https://en.wikipedia.org/wiki/Lansing_Capital_City_Airport,,Capital Region International,329.308,United States,42.77920151,-84.58830261,Capital City Airport (LAN),United States
1015,1015,LAO,5688.0,RPLI,medium_airport,Laoag International Airport,18.176121,120.531034,25.0,AS,PH,PH-ILN,Laoag City,yes,RPLI,,,https://en.wikipedia.org/wiki/Laoag_International_Airport,Gabu Airfield Laoag Airfield,Laoag International,1260.903,Philippines,18.18359947,120.5302963,Laoag International Airport (LAO),Philippines
1016,1016,LAP,4723.0,MMLP,medium_airport,Manuel Márquez de León International Airport,24.0727005005,-110.361999512,69.0,,MX,MX-BCS,La Paz,yes,MMLP,,http://aeropuertosgap.com.mx/aeropuertos/lapaz?lang=eng,https://en.wikipedia.org/wiki/Manuel_M%C3%A1rquez_de_Le%C3%B3n_International_Airport,,Manuel Marquez de Leon,1286.901,Mexico,24.12560082,-110.2983017,Manuel Márquez de León International Airport (LAP),Mexico
1017,1017,LAQ,3225.0,HLLQ,medium_airport,Al Abraq International Airport,32.7887,21.9643,2157.0,AF,LY,LY-JA,Al Albraq,yes,HLLQ,,,https://en.wikipedia.org/wiki/Al_Abraq_International_Airport,Al Bayda Beida,Labraq,103493.705,Libya,28.59219933,18.72330093,Al Abraq International Airport (LAQ),Libya
1018,1018,LAS,3631.0,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181.0,,US,US-NV,Las Vegas,yes,KLAS,LAS,https://www.harryreidairport.com/,https://en.wikipedia.org/wiki/Harry_Reid_International_Airport,McCarran International Airport,Mccarran Intl,2446949.092,United States,36.07970047,-115.1588974,Harry Reid International Airport (LAS),United States
1019,1019,LAX,3632.0,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125.0,,US,US-CA,Los Angeles,yes,KLAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,,Los Angeles Intl,17998723.04,United States,33.94219971,-118.4072037,Los Angeles International Airport (LAX),United States
1020,1020,LBA,2444.0,EGNM,medium_airport,Leeds Bradford Airport,53.865898,-1.66057,681.0,EU,GB,GB-ENG,Leeds,yes,EGNM,,http://www.lbia.co.uk/,https://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport,,Leeds/Bradford Airport,2020841.872,United Kingdom,53.86529923,-1.654700041,Leeds Bradford Airport (LBA),United Kingdom
1021,1021,LBB,3633.0,KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282.0,,US,US-TX,Lubbock,yes,KLBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,,Preston Smith Intl,541.625,United States,33.66220093,-101.8227997,Lubbock Preston Smith International Airport (LBB),United States
1022,1022,LBC,2236.0,EDHL,medium_airport,Lübeck Blankensee Airport,53.8054008484,10.7192001343,53.0,EU,DE,DE-SH,Lübeck,yes,EDHL,,,https://en.wikipedia.org/wiki/L%C3%BCbeck_Airport,,Luebeck-Blankensee,39776.94,Germany,53.80609894,10.72060013,Lübeck Blankensee Airport (LBC),Germany
1023,1023,LBD,26386.0,UTDL,medium_airport,Khujand Airport,40.215401,69.694702,1450.0,AS,TJ,TJ-SU,Khujand,yes,UTDL,,,https://en.wikipedia.org/wiki/Khudzhand_Airport,Khodjend Khodzhent Leninabad Khudzhand,Khujand International,390251.645,Tajikistan,40.21670151,69.69999695,Khujand Airport (LBD),Tajikistan
1024,1024,LBU,26815.0,WBKL,medium_airport,Labuan Airport,5.300680160522461,115.25,101.0,AS,MY,MY-15,Labuan,yes,WBKL,,,https://en.wikipedia.org/wiki/Labuan_Airport,,Labuan,701.946,Malaysia,5.300600052,115.2482987,Labuan Airport (LBU),Malaysia
1025,1025,LBV,2966.0,FOOL,medium_airport,Libreville Leon M'ba International Airport,0.458600014448,9.4122800827,39.0,AF,GA,GA-1,Libreville,yes,FOOL,,http://www.adlgabon.com,https://en.wikipedia.org/wiki/Libreville_International_Airport,,Leon M'ba International,453777.758,Gabon,0.459199995,9.415300369,Libreville Leon M'ba International Airport (LBV),Gabon
1026,1026,LCA,3980.0,LCLK,large_airport,Larnaca International Airport,34.875099,33.624901,8.0,AS,CY,CY-04,Larnaca,yes,LCLK,,http://www.cyprusairports.com.cy/showpage.php?PageID=2,https://en.wikipedia.org/wiki/Larnaca_International_Airport,Διεθνές Aεροδρόμιο Λάρνακας,Larnaca,4185487.348,Cyprus,34.87779999,33.63059998,Larnaca International Airport (LCA),Cyprus
1027,1027,LCE,4660.0,MHLC,medium_airport,Goloson International Airport,15.7425,-86.852997,39.0,,HN,HN-AT,La Ceiba,yes,MHLC,,,https://en.wikipedia.org/wiki/Golos%C3%B3n_International_Airport,Hector C Moncada Air Base,La Ceiba Intl,5450.914,Honduras,15.74059963,-86.85720062,Goloson International Airport (LCE),Honduras
1028,1028,LCG,4007.0,LECO,medium_airport,A Coruña Airport,43.302101,-8.37726,326.0,EU,ES,ES-GA,Culleredo,yes,LECO,,https://www.aena.es/en/a-coruna.html,https://en.wikipedia.org/wiki/A_Coru%C3%B1a_Airport,The Groyne La Coruña,A Coruna Airport,65514.96,Spain,43.29940033,-8.379199982,A Coruña Airport (LCG),Spain
1029,1029,LCH,3637.0,KLCH,medium_airport,Lake Charles Regional Airport,30.12610054016113,-93.22329711914062,15.0,,US,US-LA,Lake Charles,yes,KLCH,LCH,,https://en.wikipedia.org/wiki/Lake_Charles_Regional_Airport,,Lake Charles Regional,866.6,United States,30.1310997,-93.2256012,Lake Charles Regional Airport (LCH),United States
1030,1030,LCJ,2616.0,EPLL,medium_airport,Łódź Władysław Reymont Airport,51.7219009399,19.3980998993,604.0,EU,PL,PL-LD,Łódź,yes,EPLL,,,https://en.wikipedia.org/wiki/%C5%81%C3%B3d%C5%BA_W%C5%82adys%C5%82aw_Reymont_Airport,Lublinek,Lodz Lublinek Airport,122142.937,Poland,52.0,20.0,Łódź Władysław Reymont Airport (LCJ),Poland
1031,1031,LCK,3638.0,KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744.0,,US,US-OH,Columbus,yes,KLCK,LCK,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,Lockbourne Army Air Field,Columbus Rickenbacker International Airport,1958.516,United States,39.81420136,-82.93219757,Rickenbacker International Airport (LCK),United States
1032,1032,LCY,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,City Airport,3039070.874,United Kingdom,51.51670075,-0.066699997,London City Airport (LCY),United Kingdom
1033,1033,LDE,4073.0,LFBT,medium_airport,Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.0064389999024569,1260.0,EU,FR,FR-OCC,Tarbes/Lourdes/Pyrénées,yes,LFBT,,,https://en.wikipedia.org/wiki/Tarbes-Lourdes-Pyr%C3%A9n%C3%A9es_Airport,,Pyrenees,120661.051,France,43.1794014,-0.0056,Tarbes-Lourdes-Pyrénées Airport (LDE),France
1034,1034,LDY,2388.0,EGAE,medium_airport,City of Derry Airport,55.04280090332031,-7.161109924316406,22.0,EU,GB,GB-NIR,Derry,yes,EGAE,,http://www.cityofderryairport.com/,https://en.wikipedia.org/wiki/City_of_Derry_Airport,Londonderry Eglinton Airport,Eglinton,6551.496,United Kingdom,55.04330063,-7.153299809,City of Derry Airport (LDY),United Kingdom
1035,1035,LEA,27113.0,YPLM,medium_airport,Learmonth Airport,-22.235201,114.090024,19.0,OC,AU,AU-WA,Exmouth,yes,YPLM,,,https://en.wikipedia.org/wiki/RAAF_Learmonth,RAAF Learmonth,Learmonth,1906.52,Australia,-22.23500061,114.0817032,Learmonth Airport (LEA),Australia
1036,1036,LED,6489.0,ULLI,large_airport,Pulkovo Airport,59.80030059814453,30.26250076293945,78.0,EU,RU,RU-SPE,St. Petersburg,yes,ULLI,,http://www.pulkovoairport.ru/,https://en.wikipedia.org/wiki/Pulkovo_Airport,Аэропо́рт Пу́лково Leningrad Shosseynaya Airport Saint Petersburg Petrograd,Pulkovo,4042896.984,Russian Federation,59.79999924,30.29999924,Pulkovo Airport (LED),Russian Federation
1037,1037,LEH,4173.0,LFOH,medium_airport,Le Havre-Octeville Airport,49.534038,0.088406,313.0,EU,FR,FR-NOR,Le Havre,yes,LFOH,,,https://en.wikipedia.org/wiki/Le_Havre_Octeville_Airport,,Octeville,2391.816,France,49.53889847,0.088600002,Le Havre-Octeville Airport (LEH),France
1038,1038,LEI,3998.0,LEAM,medium_airport,Almería Airport,36.843899,-2.3701,70.0,EU,ES,ES-AN,Almería,yes,LEAM,,https://www.aena.es/en/almeria.html,https://en.wikipedia.org/wiki/Almer%C3%ADa_International_Airport,,Almeria,288738.121,Spain,36.8443985,-2.372200012,Almería Airport (LEI),Spain
1039,1039,LEJ,2220.0,EDDP,large_airport,Leipzig/Halle Airport,51.423889,12.236389,465.0,EU,DE,DE-SN,Leipzig,yes,EDDP,,https://www.mdf-ag.com/,https://en.wikipedia.org/wiki/Leipzig/Halle_Airport,Schkeuditz Airport,Leipzig,1014437.627,Germany,51.40000153,12.41670036,Leipzig/Halle Airport (LEJ),Germany
1040,1040,LEN,4018.0,LELN,medium_airport,León Airport,42.589001,-5.65556,3006.0,EU,ES,ES-CL,León,yes,LELN,,https://www.aena.es/en/leon.html,https://en.wikipedia.org/wiki/Le%C3%B3n_Airport,,Leon,376.971,Spain,42.59579849,-5.591700077,León Airport (LEN),Spain
1041,1041,LET,6130.0,SKLT,medium_airport,Alfredo Vásquez Cobo International Airport,-4.19355,-69.9432,277.0,SA,CO,CO-AMA,Leticia,yes,SKLT,LET,,https://en.wikipedia.org/wiki/V%C3%A1squez_Cobo_International_Airport,,Alfredo V. Cobb Intl,4008.025,Colombia,-4.196400166,-69.93939972,Alfredo Vásquez Cobo International Airport (LET),Colombia
1042,1042,LEU,4039.0,LESU,small_airport,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,2625.0,EU,ES,ES-CT,La Seu d'Urgell Pyrenees and Andorra,yes,LESU,,http://www10.gencat.net/ptop/AppJava/cat/aerotrans/aerodroms/aerodroms/pirineus.jsp,https://en.wikipedia.org/wiki/La_Seu_d'Urgell_Airport,Montferrer Castellbò,Seo de Urgel,164.654,Spain,42.34999847,1.466699958,Pirineus - la Seu d'Urgel Airport (LEU),Spain
1043,1043,LEX,3640.0,KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,979.0,,US,US-KY,Lexington,yes,KLEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,,Blue Grass,3171.756,United States,38.03969955,-84.60220337,Blue Grass Airport (LEX),United States
1044,1044,LFM,5196.0,OISR,medium_airport,Lamerd Airport,27.3727,53.188801,1337.0,AS,IR,IR-07,Lamerd,yes,OISR,,,https://en.wikipedia.org/wiki/Lamerd_Airport,,Lamerd,7366.1,Iran,27.37100029,53.18920136,Lamerd Airport (LFM),Iran
1045,1045,LFT,3642.0,KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42.0,,US,US-LA,Lafayette,yes,KLFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,,Lafayette Regional,8930.313,United States,30.20470047,-91.98750305,Lafayette Regional Airport (LFT),United States
1046,1046,LFW,2144.0,DXXX,medium_airport,Lomé–Tokoin International Airport,6.16561,1.25451,72.0,AF,TG,TG-M,Lomé,yes,DXXX,,,https://en.wikipedia.org/wiki/Lom%C3%A9%E2%80%93Tokoin_International_Airport,Gnassingbe Eyadema International Airport,G. Eyadema International,642518.905,Togo,6.162499905,1.254199982,Lomé–Tokoin International Airport (LFW),Togo
1047,1047,LGA,3643.0,KLGA,large_airport,La Guardia Airport,40.777199,-73.872597,21.0,,US,US-NY,New York,yes,KLGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,Manhattan New York City NYC Glenn H. Curtiss Airport North Beach Airport La Guardia,La Guardia,1677178.643,United States,40.77939987,-73.87580109,La Guardia Airport (LGA),United States
1048,1048,LGB,3644.0,KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.816523,-118.149891,60.0,,US,US-CA,Long Beach,yes,KLGB,LGB,http://www.lgb.org/,https://en.wikipedia.org/wiki/Long_Beach_Airport,Daugherty Field,Long Beach Municipal,775.607,United States,33.81750107,-118.1511002,Long Beach Airport (Daugherty Field) (LGB),United States
1049,1049,LGG,2162.0,EBLG,medium_airport,Liège Airport,50.637402,5.44322,659.0,EU,BE,BE-WLG,Liège,yes,EBLG,,http://www.liegeairport.be/,https://en.wikipedia.org/wiki/Li%C3%A8ge_Airport,,Liege Airport,86950.311,Belgium,50.63750076,5.44329977,Liège Airport (LGG),Belgium
1050,1050,LGK,26875.0,WMKL,medium_airport,Langkawi International Airport,6.329730033874512,99.72869873046876,29.0,AS,MY,MY-02,Langkawi,yes,WMKL,,,https://en.wikipedia.org/wiki/Langkawi_International_Airport,,Langkawi International,234116.323,Malaysia,6.366700172,99.83329773,Langkawi International Airport (LGK),Malaysia
1051,1051,LGS,5787.0,SAMM,medium_airport,Comodoro D.R. Salomón Airport,-35.493598938,-69.5743026733,4685.0,SA,AR,AR-M,Malargue,no,SAMM,MLG,,,,Comodoro D.R. Salomon,1299.9,Argentina,-35.46670151,-69.57420349,Comodoro D.R. Salomón Airport (LGS),Argentina
1052,1052,LGW,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,LON Crawley Charlwood,Gatwick,24876974.91,United Kingdom,51.14810181,-0.196700007,London Gatwick Airport (LGW),United Kingdom
1053,1053,LHE,5257.0,OPLA,large_airport,Allama Iqbal International Airport,31.521601,74.403603,712.0,AS,PK,PK-PB,Lahore,yes,OPLA,,,https://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport,OPLR,Allama Iqbal Intl,2263866.843,Pakistan,31.52079964,74.40280151,Allama Iqbal International Airport (LHE),Pakistan
1054,1054,LHR,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,LON Londres,Heathrow,50054382.7,United Kingdom,51.47140122,-0.452800006,London Heathrow Airport (LHR),United Kingdom
1055,1055,LHW,27204.0,ZLLL,large_airport,Lanzhou Zhongchuan International Airport,36.515202,103.620003,6388.0,AS,CN,CN-62,Lanzhou (Yongdeng),yes,ZLLL,,http://lzzcairport.com/Home/Index,https://en.wikipedia.org/wiki/Lanzhou_Airport,ZGC Datong Air Base 兰州中川国际机场,Zhongchuan,281246.364,China,36.01670075,103.75,Lanzhou Zhongchuan International Airport (LHW),China
1056,1056,LIG,4067.0,LFBL,medium_airport,Limoges Airport,45.86280059814453,1.179440021514893,1300.0,EU,FR,FR-NAQ,Limoges/Bellegarde,yes,LFBL,,,https://en.wikipedia.org/wiki/Limoges_-_Bellegarde_Airport,,Bellegarde,147291.669,France,45.86190033,1.182199955,Limoges Airport (LIG),France
1057,1057,LIH,5449.0,PHLI,medium_airport,Lihue Airport,21.976,-159.339005,153.0,OC,US,US-HI,Lihue,yes,PHLI,LIH,,https://en.wikipedia.org/wiki/Lihu'e_Airport,,Lihue,35240.289,United States,21.97920036,-159.3457947,Lihue Airport (LIH),United States
1058,1058,LIL,4202.0,LFQQ,medium_airport,Lille-Lesquin Airport,50.563332,3.086886,157.0,EU,FR,FR-HDF,Lille/Lesquin,yes,LFQQ,,,https://en.wikipedia.org/wiki/Lille_Lesquin_International_Airport,,Lesquin,419937.028,France,50.56439972,3.088099957,Lille-Lesquin Airport (LIL),France
1059,1059,LIM,6217.0,SPIM,large_airport,Jorge Chávez International Airport,-12.0219,-77.114305,113.0,SA,PE,PE-LIM,Lima,yes,SPJC,,http://www.lap.com.pe/,https://en.wikipedia.org/wiki/Jorge_Ch%C3%A1vez_International_Airport,SPIM SPJC,Jorge Chavez Intl,7214674.649,Peru,-12.02670002,-77.12280273,Jorge Chávez International Airport (LIM),Peru
1060,1060,LIN,4345.0,LIML,medium_airport,Milano Linate Airport,45.445099,9.27674,353.0,EU,IT,IT-25,Milan,yes,LIML,MI11,http://www.sea-aeroportimilano.it/en/,https://en.wikipedia.org/wiki/Linate_Airport,E Forlanini,Linate,2375346.267,Italy,45.44169998,9.277799606,Milano Linate Airport (LIN),Italy
1061,1061,LIO,4808.0,MRLM,medium_airport,Limon International Airport,9.95796012878418,-83.02200317382812,7.0,,CR,CR-L,Puerto Limon,yes,MRLM,,,https://en.wikipedia.org/wiki/Lim%C3%B3n_International_Airport,,Limon International,14571.879,Costa Rica,9.955800057,-83.02110291,Limon International Airport (LIO),Costa Rica
1062,1062,LIR,4806.0,MRLB,large_airport,Guanacaste Airport,10.5933,-85.544403,270.0,,CR,CR-G,Liberia,yes,MRLB,,,https://en.wikipedia.org/wiki/Daniel_Oduber_Quir%C3%B3s_International_Airport,Daniel Oduber Quiros International Liberia International,D. Oduber Quiros Intl,1031059.015,Costa Rica,10.58969975,-85.55000305,Guanacaste Airport (LIR),Costa Rica
1063,1063,LIS,4461.0,LPPT,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,374.0,EU,PT,PT-11,Lisbon,yes,LPPT,,http://www.ana.pt/en-US/Aeroportos/lisboa/Lisboa/Pages/HomeLisboa.aspx,https://en.wikipedia.org/wiki/Lisbon_Portela_Airport,Lisboa,Lisboa,16651333.36,Portugal,38.7818985,-9.133299828,Humberto Delgado Airport (Lisbon Portela Airport) (LIS),Portugal
1064,1064,LIT,3645.0,KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,262.0,,US,US-AR,Little Rock,yes,KLIT,LIT,,https://en.wikipedia.org/wiki/Little_Rock_National_Airport,,B. & H. Clinton National,545.958,United States,34.72919846,-92.23439789,Bill & Hillary Clinton National Airport/Adams Field (LIT),United States
1065,1065,LJG,31828.0,ZPLJ,medium_airport,Lijiang Sanyi International Airport,26.68,100.246002,,AS,CN,CN-53,Lijiang (Gucheng),yes,ZPLJ,,,https://en.wikipedia.org/wiki/Lijiang_Sanyi_Airport,Yunlong Air Base,Sanyi Airport,55380.073,China,27.0,100.0,Lijiang Sanyi International Airport (LJG),China
1066,1066,LJU,4386.0,LJLJ,large_airport,Ljubljana Jože Pučnik Airport,46.223701,14.4576,1273.0,EU,SI,SI-061,Ljubljana,yes,LJLJ,,http://www.lju-airport.si/,https://en.wikipedia.org/wiki/Ljubljana_Jo%C5%BEe_Pu%C4%8Dnik_Airport,Ljubljana Brnik Kranj,Joze Pucnik,1134024.094,Slovenia,46.22470093,14.46080017,Ljubljana Jože Pučnik Airport (LJU),Slovenia
