,Unnamed: 0,iata_code,id,ident,type,name,latitude_r,longitude_r,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,local_code,home_link,wikipedia_link,keywords,Name,TotalSeats,Country.Name,Airport1Latitude,Airport1Longitude,name_calc,Country_Name
230,230,BOM,26434.0,VABB,large_airport,Chhatrapati Shivaji International Airport,19.0886993408,72.8678970337,39.0,AS,IN,IN-MM,Mumbai,yes,VABB,,http://www.csia.in/,https://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,Bombay Sahar International Airport,Mumbai (Chhatrapati Shivaji) International,7768146.071,India,19.08810043,72.85169983,Chhatrapati Shivaji International Airport (BOM),India
231,231,BON,6403.0,TNCB,large_airport,Flamingo International Airport,12.131,-68.268501,20.0,,BQ,BQ-U-A,Kralendijk Bonaire,yes,TNCB,,,https://en.wikipedia.org/wiki/Flamingo_International_Airport,Bonaire,Flamingo International Airport,239450.246,Bonaire Saint Eustatius & Saba,12.1342001,-68.27330017,Flamingo International Airport (BON),Bonaire Saint Eustatius & Saba
232,232,BOO,2569.0,ENBO,medium_airport,Bodø Airport,67.269203,14.3653,42.0,EU,NO,NO-18,Bodø,yes,ENBO,,http://www.avinor.no/en/airport/bodo/frontpage,https://en.wikipedia.org/wiki/Bod%C3%B8_Airport,Bodø Air Force Base Bodø Main Air Station,Bodo,23575.853,Norway,67.26920319,14.37220001,Bodø Airport (BOO),Norway
233,233,BOS,3422.0,KBOS,large_airport,Logan International Airport,42.3643,-71.005203,20.0,,US,US-MA,Boston,yes,KBOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport,Logan International,5785183.285,United States,42.36360169,-71.00610352,Logan International Airport (BOS),United States
234,234,BOY,2089.0,DFOO,medium_airport,Bobo Dioulasso Airport,11.16009998321533,-4.33096981048584,1511.0,AF,BF,BF-HOU,Bobo Dioulasso,yes,DFOO,,,https://en.wikipedia.org/wiki/Bobo_Dioulasso_Airport,,Bobo Dioulasso,6139.861,Burkina Faso,11.16359997,-4.326399803,Bobo Dioulasso Airport (BOY),Burkina Faso
235,235,BPE,318174.0,ZBDH,medium_airport,Qinhuangdao Beidaihe Airport,39.666389,119.058889,46.0,AS,CN,CN-13,Qinhuangdao,yes,ZBDH,,,https://en.wikipedia.org/wiki/Qinhuangdao_Beidaihe_Airport,,Beidaihe,6378.176,China,39.66640091,119.0599976,Qinhuangdao Beidaihe Airport (BPE),China
236,236,BPM,26615.0,VOHY,medium_airport,Begumpet Airport,17.4531,78.467598,1742.0,AS,IN,IN-TG,Hyderabad,no,VOHY,,,https://en.wikipedia.org/wiki/Begumpet_Airport,Begumpet Air Force Station HYD Hyderabad Airport,Begumpet,7019.46,India,17.4531002,78.38420105,Begumpet Airport (BPM),India
237,237,BPN,26760.0,WALL,large_airport,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452,12.0,AS,ID,ID-KI,Balikpapan,yes,WALL,,http://sepinggan-airport.com/,https://en.wikipedia.org/wiki/Sultan_Aji_Muhamad_Sulaiman_Airport,WRLL Balikpapan Airport Sepinggan Airport Sepinggang Airfield,Sepinggan,27661.872,Indonesia,-1.268100023,116.8930969,Sultan Aji Muhammad Sulaiman Sepinggan International Airport (BPN),Indonesia
238,238,BPS,5961.0,SBPS,medium_airport,Porto Seguro Airport,-16.438426,-39.080584,169.0,SA,BR,BR-BA,Porto Seguro,yes,SBPS,BA0002,http://www.aeroportoportoseguro.com.br/,https://en.wikipedia.org/wiki/Porto_Seguro_Airport,,Porto Seguro,14480.886,Brazil,-16.43330002,-39.08330154,Porto Seguro Airport (BPS),Brazil
239,239,BQN,6379.0,TJBQ,medium_airport,Rafael Hernández International Airport,18.4949,-67.129402,237.0,,PR,PR-U-A,Aguadilla,yes,TJBQ,BQN,,https://en.wikipedia.org/wiki/Rafael_Hern%C3%A1ndez_Airport,Ramey TJFF,Rafael Hernandez,2443.812,United States,18.49580002,-67.12999725,Rafael Hernández International Airport (BQN),United States
240,240,BQS,6454.0,UHBB,medium_airport,Ignatyevo Airport,50.42539978027344,127.4120025634766,638.0,AS,RU,RU-AMU,Blagoveschensk,yes,UHBB,,,https://en.wikipedia.org/wiki/Ignatyevo_Airport,Blagoveschensk Airport Blagoveshchensk Airport Аэропорт Игнатьево Аэропорт Благовещенск,Ignatyevo,29672.384,Russian Federation,50.41669846,127.4000015,Ignatyevo Airport (BQS),Russian Federation
241,241,BQT,6495.0,UMBB,medium_airport,Brest Airport,52.108299,23.8981,468.0,EU,BY,BY-BR,Brest,yes,UMBB,,,https://en.wikipedia.org/wiki/Brest_Airport,Аэропорт Брест,Brest,814.604,Belarus,52.11669922,23.88330078,Brest Airport (BQT),Belarus
242,242,BQU,6412.0,TVSB,medium_airport,J F Mitchell Airport,12.9884,-61.262001,15.0,,VC,VC-06,Bequia,no,TVSB,,,https://en.wikipedia.org/wiki/J._F._Mitchell_Airport,,Bequia,628.285,Saint Vincent and Grenadines,12.98330021,-61.25,J F Mitchell Airport (BQU),Saint Vincent and Grenadines
243,243,BRC,5852.0,SAZS,medium_airport,San Carlos De Bariloche Airport,-41.151199,-71.157501,2774.0,SA,AR,AR-R,San Carlos de Bariloche,yes,SAZS,BAR,http://www.aa2000.com.ar/bariloche,https://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport,,San Carlos Bariloche Airport,21214.368,Argentina,-41.14970017,-71.15830231,San Carlos De Bariloche Airport (BRC),Argentina
244,244,BRD,19406.0,KBRD,medium_airport,Brainerd Lakes Regional Airport,46.402861,-94.129727,1232.0,,US,US-MN,Brainerd,yes,KBRD,BRD,http://brainerdairport.com/,https://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport,Crow Wing County Airport,Brainerd Lakes Regional Airport,1733.2,United States,46.39720154,-94.13749695,Brainerd Lakes Regional Airport (BRD),United States
245,245,BRE,2225.0,EDDW,medium_airport,Bremen Airport,53.047501,8.78667,14.0,EU,DE,DE-HB,Bremen,yes,EDDW,,https://www.bremen-airport.com,https://en.wikipedia.org/wiki/Bremen_Airport,,Bremen,856846.417,Germany,53.04669952,8.789999962,Bremen Airport (BRE),Germany
246,246,BRI,4310.0,LIBD,large_airport,Bari Karol Wojtyła Airport,41.138901,16.760599,177.0,EU,IT,IT-75,Bari,yes,LIBD,BA02,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,https://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,"Bari ""Karol Wojtyla"" International Airport Palese Macchie Airport Palese Airport",Palese Macchie,1471005.837,Italy,41.14110184,16.78829956,Bari Karol Wojtyła Airport (BRI),Italy
247,247,BRM,6259.0,SVBM,medium_airport,Barquisimeto International Airport,10.04274654388428,-69.3586196899414,2042.0,SA,VE,VE-K,Barquisimeto,yes,SVBM,,,,,Jacinto Lara Intl,1733.2,Venezuela,10.04529953,-69.35610199,Barquisimeto International Airport (BRM),Venezuela
248,248,BRN,4503.0,LSZB,medium_airport,Bern-Belp Airport,46.913419,7.499747,1671.0,EU,CH,CH-BE,Bern-Belp,yes,LSZB,,https://www.bernairport.ch/de/,https://de.wikipedia.org/wiki/Flughafen_Bern-Belp,lszb bern belp bern-belp,Belp,7145.117,Switzerland,46.91529846,7.499199867,Bern-Belp Airport (BRN),Switzerland
249,249,BRO,3426.0,KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,22.0,,US,US-TX,Brownsville,yes,KBRO,BRO,,https://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport,,South Padre Isl Intl,216.65,United States,25.90640068,-97.42559815,Brownsville South Padre Island International Airport (BRO),United States
250,250,BRQ,4409.0,LKTB,medium_airport,Brno-Tuřany Airport,49.15129852294922,16.69440078735352,778.0,EU,CZ,CZ-JM,Brno,yes,LKTB,,http://www.airport-brno.cz/index.php?id=0&lang=en,https://en.wikipedia.org/wiki/Brno-Tu%C5%99any_Airport,,Turany,249034.842,Czech Republic,49.15140152,16.69440079,Brno-Tuřany Airport (BRQ),Czech Republic
251,251,BRS,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,Bristol Airport,4307209.984,United Kingdom,51.38169861,-2.708899975,Bristol Airport (BRS),United Kingdom
252,252,BRU,2155.0,EBBR,large_airport,Brussels Airport,50.901402,4.48444,184.0,EU,BE,BE-BRU,Zaventem,yes,EBBR,,http://www.brusselsairport.be/en/,https://en.wikipedia.org/wiki/Brussels_Airport,Brussels National Zaventem,Brussels Airport,16781804.33,Belgium,50.90140152,4.484399796,Brussels Airport (BRU),Belgium
253,253,BSA,30792.0,HCMF,small_airport,Bosaso / Bender Qassim International Airport,11.275235,49.139231,3.0,AF,SO,SO-BR,Bosaso,yes,HCMF,,,,,Bosaso International,5030.613,Somalia,11.2833004,49.15000153,Bosaso / Bender Qassim International Airport (BSA),Somalia
254,254,BSB,5872.0,SBBR,large_airport,Presidente Juscelino Kubitschek International Airport,-15.869167,-47.920834,3497.0,SA,BR,BR-DF,Brasília,yes,SBBR,DF0001,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,https://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,,J. Kubitschek Intl,479593.772,Brazil,-15.86060047,-47.91529846,Presidente Juscelino Kubitschek International Airport (BSB),Brazil
255,255,BSG,2875.0,FGBT,medium_airport,Bata Airport,1.90547,9.80568,13.0,AF,GQ,GQ-LI,Bata,yes,FGBT,,,https://en.wikipedia.org/wiki/Bata_Airport,,Bata,2240.161,Equatorial Guinea,1.906700015,9.802200317,Bata Airport (BSG),Equatorial Guinea
256,256,BSK,2076.0,DAUB,medium_airport,Biskra - Mohamed Khider Airport,34.793301,5.73823,289.0,AF,DZ,DZ-07,Biskra,yes,DAUB,,,https://en.wikipedia.org/wiki/Biskra_Airport,,Mohamed Khider Airport,24139.143,Algeria,34.79330063,5.738100052,Biskra - Mohamed Khider Airport (BSK),Algeria
257,257,BSL,4226.0,LFSB,large_airport,EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.529167,885.0,EU,FR,FR-GES,Bâle/Mulhouse,yes,LFSB,,http://www.euroairport.com/,https://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg,MLH EAP,EuroAirport Swiss,5006421.861,Switzerland,47.59030151,7.53030014,EuroAirport Basel-Mulhouse-Freiburg Airport (BSL),Switzerland
258,258,BSP,301802.0,BSP,small_airport,Bensbach Airport,-8.85805555556,141.259444444,30.0,OC,PG,PG-WPD,Bensbach,no,AYBH,BEN,,https://en.wikipedia.org/wiki/Bensbach_Airport,,Bensbach,9220.624,Papua New Guinea,-9.050000191,141.0500031,Bensbach Airport (BSP),Papua New Guinea
259,259,BSR,5294.0,ORMM,medium_airport,Basra International Airport,30.549101,47.662102,11.0,AS,IQ,IQ-BA,Basra,yes,ORMM,,http://www.basrainternationalairport.com,https://en.wikipedia.org/wiki/Basra_International_Airport,Basrah,Basrah International,506887.339,Iraq,30.55559921,47.79140091,Basra International Airport (BSR),Iraq
260,260,BTH,26828.0,WIDD,medium_airport,Hang Nadim International Airport,1.12103,104.119003,126.0,AS,ID,ID-RI,Batam,yes,WIDD,,,https://en.wikipedia.org/wiki/Hang_Nadim_Airport,WIKB,Hang Nadim,31596.236,Indonesia,1.130599976,104.1342011,Hang Nadim International Airport (BTH),Indonesia
261,261,BTJ,26862.0,WITT,medium_airport,Sultan Iskandar Muda International Airport,5.522872024010001,95.42063713070002,65.0,AS,ID,ID-AC,Banda Aceh,yes,WITT,,,https://en.wikipedia.org/wiki/Sultan_Iskandar_Muda_International_Airport,WIAB,Sultan Iskandar Muda,257518.856,Indonesia,5.519999981,95.41940308,Sultan Iskandar Muda International Airport (BTJ),Indonesia
262,262,BTR,3429.0,KBTR,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70.0,,US,US-LA,Baton Rouge,yes,KBTR,BTR,,https://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport,,Metropolitan -Ryan Field,216.65,United States,30.53170013,-91.15059662,Baton Rouge Metropolitan Airport (BTR),United States
263,263,BTS,4617.0,LZIB,large_airport,M. R. Štefánik Airport,48.17020034790039,17.21269989013672,436.0,EU,SK,SK-BL,Bratislava,yes,LZIB,,,https://en.wikipedia.org/wiki/M._R._%C5%A0tef%C3%A1nik_Airport,,M.R. Stefanik,1211732.116,Slovakia,48.16669846,17.2166996,M. R. Štefánik Airport (BTS),Slovakia
264,264,BTU,26807.0,WBGB,medium_airport,Bintulu Airport,3.12385010719,113.019996643,74.0,AS,MY,MY-13,Bintulu,yes,WBGB,,,https://en.wikipedia.org/wiki/Bintulu_Airport,,Bintulu Airport,2036.51,Malaysia,3.174999952,113.0430985,Bintulu Airport (BTU),Malaysia
265,265,BTV,3430.0,KBTV,medium_airport,Burlington International Airport,44.471901,-73.153297,335.0,,US,US-VT,South Burlington,yes,KBTV,BTV,http://www.vermontairports.com/btv.html,https://en.wikipedia.org/wiki/Burlington_International_Airport,,Burlington International Airport,6191.857,United States,44.47280121,-73.15309906,Burlington International Airport (BTV),United States
266,266,BUD,4296.0,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.42976,19.261093,495.0,EU,HU,HU-PE,Budapest,yes,LHBP,,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,Ferihegyi nemzetközi repülőtér Budapest Liszt Ferenc international Airport,Liszt Ferenc International,9533150.291,Hungary,47.43330002,19.23329926,Budapest Liszt Ferenc International Airport (BUD),Hungary
267,267,BUF,3431.0,KBUF,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,728.0,,US,US-NY,Buffalo,yes,KBUF,BUF,,https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,,Buffalo Niagara International,44135.938,United States,42.94060135,-78.73249817,Buffalo Niagara International Airport (BUF),United States
268,268,BUI,41423.0,WAJB,small_airport,Bokondini Airport,-3.68455,138.677437,4550.0,AS,ID,ID-PP,Bokondini,yes,WAJB,,,https://en.wikipedia.org/wiki/Bokondini_Airport,,Bokondini,1486.219,Indonesia,-3.716700077,138.6499939,Bokondini Airport (BUI),Indonesia
269,269,BUO,30802.0,HCMV,small_airport,Burao Airport,9.5275,45.5549,3400.0,AF,SO,SO-TO,Burao,no,HCMV,,,https://en.wikipedia.org/wiki/Burao_Airport,,Burao,3535.728,Somalia,9.522500038,45.55419922,Burao Airport (BUO),Somalia
270,270,BUQ,3000.0,FVBU,medium_airport,Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,4359.0,AF,ZW,ZW-BU,Bulawayo,yes,FVJN,,,https://en.wikipedia.org/wiki/Joshua_Mqabuko_Nkomo_International_Airport,,Joshua M. Nkomo Intl,100997.897,Zimbabwe,-20.01689911,28.61809921,Joshua Mqabuko Nkomo International Airport (BUQ),Zimbabwe
271,271,BUR,3432.0,KBUR,medium_airport,Bob Hope Airport,34.197703,-118.356378,778.0,,US,US-CA,Burbank,yes,KBUR,BUR,,,,Hollywood-Burbank,1299.9,United States,34.20000076,-118.3578033,Bob Hope Airport (BUR),United States
272,272,BUS,6452.0,UGSB,medium_airport,Batumi International Airport,41.6102981567,41.5997009277,105.0,AS,GE,GE-AJ,Batumi,yes,UGSB,,,https://en.wikipedia.org/wiki/Batumi_International_Airport,,Batumi,340673.459,Georgia,41.6108017,41.6006012,Batumi International Airport (BUS),Georgia
273,273,BUX,3054.0,FZKA,medium_airport,Bunia Airport,1.565743,30.220685,4045.0,AF,CD,CD-IT,Bunia,yes,FZKA,,,https://en.wikipedia.org/wiki/Bunia_Airport,,Bunia,1975.848,Democratic Republic of the Congo,1.571699977,30.21279907,Bunia Airport (BUX),Democratic Republic of the Congo
274,274,BUZ,5139.0,OIBB,medium_airport,Bushehr Airport,28.9447994232,50.8345985413,68.0,AS,IR,IR-18,Bushehr,yes,OIBB,,,https://en.wikipedia.org/wiki/Bushehr_Airport,,Bushehr,3899.7,Iran,28.94919968,50.83250046,Bushehr Airport (BUZ),Iran
275,275,BVA,4169.0,LFOB,medium_airport,Paris Beauvais Tillé Airport,49.454399,2.11278,359.0,EU,FR,FR-HDF,Beauvais,yes,LFOB,,https://www.aeroportparisbeauvais.com/,https://en.wikipedia.org/wiki/Paris_Beauvais_Till%C3%A9_Airport,,Beauvais-Tille,2199695.113,France,49.4557991,2.112499952,Paris Beauvais Tillé Airport (BVA),France
276,276,BVB,5875.0,SBBV,medium_airport,Atlas Brasil Cantanhede Airport,2.845855,-60.690944,276.0,SA,BR,BR-RR,Boa Vista,yes,SBBV,RR0001,,https://en.wikipedia.org/wiki/Boa_Vista_International_Airport,Boa Vista International Airport,A.B. Cantanhede Intl,4748.968,Brazil,2.833300114,-60.66669846,Atlas Brasil Cantanhede Airport (BVB),Brazil
277,277,BVC,3151.0,GVBA,medium_airport,Rabil Airport,16.13649940490723,-22.88890075683594,69.0,AF,CV,CV-B,Rabil,yes,GVBA,,,https://en.wikipedia.org/wiki/Rabil_Airport,Boa Vista Island,Rabil Airport,216134.373,Cape Verde,16.08329964,-22.83329964,Rabil Airport (BVC),Cape Verde
278,278,BVE,29001.0,LFSL,medium_airport,Brive-Souillac,45.039722,1.485556,1016.0,EU,FR,FR-NAQ,Brive la Gaillarde,yes,LFSL,,http://www.aeroport-brive-vallee-dordogne.fr,https://fr.wikipedia.org/wiki/Aéroport_de_Brive-Souillac,LFSL,Vallee de la Dordogne,26205.984,France,45.15000153,1.466699958,Brive-Souillac (BVE),France
279,279,BWE,2284.0,EDVE,medium_airport,Braunschweig-Wolfsburg Airport,52.319199,10.5561,295.0,EU,DE,DE-NI,Braunschweig,no,EDVE,,http://www.flughafen-braunschweig-wolfsburg.de/,https://en.wikipedia.org/wiki/Braunschweig_Airport,,Braunschweig/Wolfsburg,467.964,Germany,52.16669846,10.5,Braunschweig-Wolfsburg Airport (BWE),Germany
280,280,BWI,3435.0,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146.0,,US,US-MD,Baltimore,yes,KBWI,BWI,https://www.bwiairport.com/,https://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_International_Airport,WAS,Baltimore/Wash Intl,1084255.256,United States,39.17499924,-76.66999817,Baltimore/Washington International Thurgood Marshall Airport (BWI),United States
281,281,BWK,3990.0,LDSB,medium_airport,Brač Airport,43.285702,16.679701,1776.0,EU,HR,HR-17,Bol,yes,LDSB,,,https://en.wikipedia.org/wiki/Bra%C4%8D_Airport,Bol Airport,Bol,6794.144,Croatia,43.28580093,16.67970085,Brač Airport (BWK),Croatia
282,282,BWN,26819.0,WBSB,large_airport,Brunei International Airport,4.9442,114.928001,73.0,AS,BN,BN-BM,Bandar Seri Begawan,yes,WBSB,,,https://en.wikipedia.org/wiki/Brunei_International_Airport,,Brunei International,1364435.702,Brunei Darussalam,4.925000191,114.927803,Brunei International Airport (BWN),Brunei Darussalam
283,283,BWX,46587.0,ID-0011,small_airport,Banyuwangi International Airport,-8.31015,114.3401,112.0,AS,ID,ID-JI,Banyuwangi,yes,WADY,BWI,,https://en.wikipedia.org/wiki/Banyuwangi_International_Airport,Blimbingsari Sukojati WARB,Blimbingsari Airport,60055.38,Indonesia,-8.310600281,114.3399963,Banyuwangi International Airport (BWX),Indonesia
284,284,BXJ,41853.0,UAAR,small_airport,Boralday Airport,43.352052,76.883039,2313.0,AS,KZ,KZ-ALM,Boralday,no,UAAR,,http://www.burundaiavia.kz/?lan=en,,Burunday Airport Almaty Northwest Alma-Ata Northwest Аэропорт Боралдай Аэропорт Бурундай Аэропорт Алма-Ата Северозападная,Borolday Airport,745.276,Kazakhstan,43.5,76.94999695,Boralday Airport (BXJ),Kazakhstan
285,285,BXN,4545.0,LTBV,small_airport,Bodrum-Imsık Airport,37.140099,27.669701,202.0,AS,TR,TR-48,Imsık,no,LTBV,,,https://en.wikipedia.org/wiki/Bodrum-Imsik_Airport,,Imsik,632.618,Turkey,37.13470078,27.66720009,Bodrum-Imsık Airport (BXN),Turkey
286,286,BXX,35166.0,SO-BXX,small_airport,Borama Airport,9.9463,43.1495,,AF,SO,SO-WO,Borama,no,,,,https://en.wikipedia.org/wiki/Borama_Airport,Borama,Borama,1733.2,Somalia,9.9666996,43.11669922,Borama Airport (BXX),Somalia
287,287,BYF,4054.0,LFAQ,small_airport,Albert-Bray Airport,49.9715003967,2.69765996933,364.0,EU,FR,FR-HDF,Albert/Bray,no,LFAQ,,,https://en.wikipedia.org/wiki/Albert_%E2%80%93_Picardie_Airport,,Albert Bray,615.286,France,49.96989822,2.692500114,Albert-Bray Airport (BYF),France
288,288,BYK,2097.0,DIBK,medium_airport,Bouaké Airport,7.7388,-5.07367,1230.0,AF,CI,CI-VB,Bouaké,yes,DIBK,,,https://en.wikipedia.org/wiki/Bouak%C3%A9_Airport,,Bouake Airport,2183.832,Ivory Coast (Cote d'Ivoire),7.73939991,-5.069200039,Bouaké Airport (BYK),Ivory Coast (Cote d'Ivoire)
289,289,BYN,27206.0,ZMBH,medium_airport,Bayankhongor Airport,46.16329956054688,100.7040023803711,6085.0,AS,MN,MN-069,Bayankhongor,yes,ZMBH,,,https://en.wikipedia.org/wiki/Bayankhongor_Airport,,Bayankhongor Airport,849.268,Mongolia,46.09999847,100.6832962,Bayankhongor Airport (BYN),Mongolia
290,290,BZB,27300.0,BZB,medium_airport,Bazaruto Island Airport,-21.5411,35.4729,,AF,MZ,MZ-I,Bazaruto Island,no,,,,https://en.wikipedia.org/wiki/Bazaruto_Island_Airport,,Bazaruto Island Airport,5702.228,Mozambique,-21.53470039,35.49169922,Bazaruto Island Airport (BZB),Mozambique
291,291,BZE,4956.0,MZBZ,large_airport,Philip S. W. Goldson International Airport,17.539951,-88.303556,15.0,,BZ,BZ-BZ,Belize City,yes,MZBZ,,http://www.pgiabelize.com/,https://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport,Belize International Ladyville,Belize International,852431.09,Belize,17.53610039,-88.30999756,Philip S. W. Goldson International Airport (BZE),Belize
292,292,BZG,2604.0,EPBY,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,235.0,EU,PL,PL-KP,Bydgoszcz,yes,EPBY,,http://www.plb.pl/,https://en.wikipedia.org/wiki/Bydgoszcz_Ignacy_Jan_Paderewski_Airport,Szwederowo Bromberg,Ignacy Jan Paderewski,223214.495,Poland,53.09669876,17.97859955,Bydgoszcz Ignacy Jan Paderewski Airport (BZG),Poland
293,293,BZK,26393.0,UUBP,medium_airport,Bryansk Airport,53.214199,34.176399,663.0,EU,RU,RU-BRY,Bryansk,yes,UUBP,,http://www.airport.bryansk.ru/,https://en.wikipedia.org/wiki/Bryansk_International_Airport,Аэропорт Брянск УУБП,Bryansk Airport,1299.9,Russian Federation,53.26670075,34.33330154,Bryansk Airport (BZK),Russian Federation
294,294,BZN,3437.0,KBZN,medium_airport,Gallatin Field,45.77750015,-111.1529999,4473.0,,US,US-MT,Bozeman,yes,KBZN,BZN,,https://en.wikipedia.org/wiki/Gallatin_Field_Airport,,Yellowstone International Airport,2825.116,United States,45.78030014,-111.1594009,Gallatin Field (BZN),United States
295,295,BZO,4352.0,LIPB,medium_airport,Bolzano Airport,46.460201,11.3264,789.0,EU,IT,IT-32,Bolzano,yes,LIPB,BZ01,http://www.abd-airport.it/en/home.htm,https://en.wikipedia.org/wiki/Bolzano_Airport,G Sabelli,Dolomiti,1767.864,Italy,46.46030045,11.32670021,Bolzano Airport (BZO),Italy
296,296,BZR,4162.0,LFMU,medium_airport,Béziers-Vias Airport,43.32350158691406,3.353899955749512,56.0,EU,FR,FR-OCC,Béziers/Vias,yes,LFMU,,,https://en.wikipedia.org/wiki/B%C3%A9ziers-Agde-Vias_Airport,,Beziers Vias,125297.361,France,43.32419968,3.35439992,Béziers-Vias Airport (BZR),France
297,297,BZV,2868.0,FCBB,medium_airport,Maya-Maya Airport,-4.251699924468994,15.25300025939941,1048.0,AF,CG,CG-12,Brazzaville,yes,FCBB,,,https://en.wikipedia.org/wiki/Maya-Maya_Airport,,Maya-Maya Airport,209613.208,Congo,-4.251900196,15.25469971,Maya-Maya Airport (BZV),Congo
298,298,BZZ,2493.0,EGVN,medium_airport,RAF Brize Norton,51.75,-1.58362,288.0,EU,GB,GB-ENG,Brize Norton,no,EGVN,,http://www.raf.mod.uk/rafbrizenorton/passengers/,https://en.wikipedia.org/wiki/RAF_Brize_Norton,Royal Air Force,Brize Norton Raf Stn,8111.376,United Kingdom,51.74919891,-1.581099987,RAF Brize Norton (BZZ),United Kingdom
299,299,CAB,2936.0,FNCA,medium_airport,Cabinda Airport,-5.59699010848999,12.18840026855469,66.0,AF,AO,AO-CAB,Cabinda,yes,FNCA,,,https://en.wikipedia.org/wiki/Cabinda_Airport,,Cabinda,233.982,Angola,-5.583300114,12.19999981,Cabinda Airport (CAB),Angola
300,300,CAE,3438.0,KCAE,medium_airport,Columbia Metropolitan Airport,33.938801,-81.119499,236.0,,US,US-SC,Columbia,yes,KCAE,CAE,,https://en.wikipedia.org/wiki/Columbia_Metropolitan_Airport,,Columbia Metropolitan Airport,2318.155,United States,33.93640137,-81.11579895,Columbia Metropolitan Airport (CAE),United States
301,301,CAG,4332.0,LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13.0,EU,IT,IT-88,Cagliari,yes,LIEE,CA07,http://www.cagliariairport.it/en/,https://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,Cagliari AirportElmas,Elmas,819305.305,Italy,39.24720001,9.061100006,Cagliari Elmas Airport (CAG),Italy
302,302,CAI,3183.0,HECA,large_airport,Cairo International Airport,30.111534,31.396694,322.0,AF,EG,EG-C,Cairo,yes,HECA,,,https://en.wikipedia.org/wiki/Cairo_International_Airport,,Cairo International Airport,11260448.74,Egypt,30.13750076,31.40690041,Cairo International Airport (CAI),Egypt
303,303,CAK,3439.0,KCAK,medium_airport,Akron Canton Regional Airport,40.91609954833984,-81.44219970703125,1228.0,,US,US-OH,Akron,yes,KCAK,CAK,,https://en.wikipedia.org/wiki/Akron-Canton_Regional_Airport,,Canton Regional,216.65,United States,40.91389847,-81.4417038,Akron Canton Regional Airport (CAK),United States
304,304,CAL,2411.0,EGEC,medium_airport,Campbeltown Airport,55.43719863891602,-5.686389923095703,42.0,EU,GB,GB-SCT,Campbeltown,yes,EGEC,,http://www.hial.co.uk/campbeltown-airport.html,https://en.wikipedia.org/wiki/Campbeltown_Airport,Kintyre RAF Machrihanish Kinlochkilkerran,Campbeltown Airport,207.984,United Kingdom,55.43640137,-5.686699867,Campbeltown Airport (CAL),United Kingdom
305,305,CAN,27194.0,ZGGG,large_airport,Guangzhou Baiyun International Airport,23.392401,113.299004,50.0,AS,CN,CN-44,Guangzhou (Huadu),yes,ZGGG,,http://www.baiyunairport.com/english/index.jsp,https://en.wikipedia.org/wiki/Guangzhou_Baiyun_International_Airport,,Baiyun International,12424838.5,China,23.39249992,113.2996979,Guangzhou Baiyun International Airport (CAN),China
306,306,CAP,4823.0,MTCH,medium_airport,Cap Haitien International Airport,19.726734,-72.199576,10.0,,HT,HT-ND,Cap Haitien,yes,MTCH,,,https://en.wikipedia.org/wiki/Cap-Ha%C3%AFtien_International_Airport,,Hugo Chavez Intl,65285.311,Haiti,19.73279953,-72.1949997,Cap Haitien International Airport (CAP),Haiti
307,307,CAS,,,Unknown,Anfa,33.55970001,-7.663099766,,,,,,,,,,,,Anfa,4229.008,Morocco,33.55970001,-7.663099766,Anfa (CAS),Morocco
